"pan_number","status"
"OZPUM7347M","Valid PAN"
"EOM3331","Invalid PAN"
"KIQIZ9384J","Valid PAN"
"FMTTE173!D","Invalid PAN"
"OLXHU1315Q","Valid PAN"
"OGT9085","Invalid PAN"
"IBCXI562!N","Invalid PAN"
"SZQ2815","Invalid PAN"
"KJRNN2744S","Invalid PAN"
"JKT5354","Invalid PAN"
"UYCIF6867V","Valid PAN"
"NEOJB16652F","Invalid PAN"
"GMIK51171W","Invalid PAN"
"HLNFG6209X","Valid PAN"
"RSHWN7044Y","Invalid PAN"
"GDRFN0162O","Valid PAN"
"CUMXP3314X","Invalid PAN"
"SILBM65242C","Invalid PAN"
"RSMJT0288T","Invalid PAN"
"DJLTY0957J","Valid PAN"
"XODKC5802Y","Valid PAN"
"QOTVD522!N","Invalid PAN"
"GFNA99330N","Invalid PAN"
"PHJQJ7828W","Valid PAN"
"OWPN45263C","Invalid PAN"
"SPOMB0298Y","Valid PAN"
"IVWJQ2659J","Valid PAN"
"SRS6168","Invalid PAN"
"KRYIS57506K","Invalid PAN"
"TJK3698","Invalid PAN"
"AZZXY7211E","Invalid PAN"
"IVGHS0408P","Valid PAN"
"FHKRS0641N","Valid PAN"
"VGTFN104!W","Invalid PAN"
"DXR6546","Invalid PAN"
"AWYLU4857A","Valid PAN"
"RKFTW296!X","Invalid PAN"
"OCOCD4202Z","Valid PAN"
"NJCF72820K","Invalid PAN"
"UAGSN8048L","Valid PAN"
"EPUNJ5505V","Invalid PAN"
"DLIFE773!S","Invalid PAN"
"ZJOYB9950T","Invalid PAN"
"GLBIX0289R","Valid PAN"
"LTUPE86877P","Invalid PAN"
"LEVBU6234F","Valid PAN"
"QVVP46021P","Invalid PAN"
"KRWYZ4351O","Valid PAN"
"XVUXN9944K","Invalid PAN"
"MJECI1297Z","Valid PAN"
"DTKOR58041F","Invalid PAN"
"YNMFE086!M","Invalid PAN"
"ZQHIX6513I","Valid PAN"
"PNTVU453!S","Invalid PAN"
"MHPME3428X","Valid PAN"
"KHDOK951!R","Invalid PAN"
"NTQ5747","Invalid PAN"
"KZZCP412!C","Invalid PAN"
"BFLTS3316O","Invalid PAN"
"AKPZ38123W","Invalid PAN"
"QVUFI9811E","Invalid PAN"
"GRDDY3713U","Invalid PAN"
"ZFORE907!W","Invalid PAN"
"UZUUC7459M","Invalid PAN"
"TMFR85893V","Invalid PAN"
"YCNGA172!I","Invalid PAN"
"LVH5444","Invalid PAN"
"HXVEN2274C","Invalid PAN"
"LYZPC0164S","Valid PAN"
"NKR3351","Invalid PAN"
"TPIQI29060C","Invalid PAN"
"SMVT81299D","Invalid PAN"
"DEFDL6187I","Valid PAN"
"XKRCZ910!C","Invalid PAN"
"NTZXA9654V","Valid PAN"
"ADIYS1071E","Valid PAN"
"WOONJ9749X","Invalid PAN"
"HGWKG636!H","Invalid PAN"
"MDV3541","Invalid PAN"
"MGQMR80650G","Invalid PAN"
"MZQBQ8799X","Invalid PAN"
"YEGLW556!P","Invalid PAN"
"ZDNCE6796B","Valid PAN"
"PFRIA9517Y","Valid PAN"
"IXXHL7374S","Invalid PAN"
"NOQJS4907N","Valid PAN"
"FENM63451P","Invalid PAN"
"XZMEF0118L","Invalid PAN"
"TPKN02441U","Invalid PAN"
"PRHWQ5519E","Invalid PAN"
"RRZBF1334H","Invalid PAN"
"LSYWX4943G","Valid PAN"
"SUEXE0821G","Valid PAN"
"HZVMG3577F","Invalid PAN"
"JJFO59800L","Invalid PAN"
"ESQTW1323R","Valid PAN"
"LATDB704!S","Invalid PAN"
"EXMSX98921T","Invalid PAN"
"YJFGZ2435P","Valid PAN"
"RCYAN0978O","Valid PAN"
"QNHEE9601J","Invalid PAN"
"VSJLI7098H","Valid PAN"
"LBH6247","Invalid PAN"
"RLWJC0298C","Valid PAN"
"XRSG94623O","Invalid PAN"
"QOQAS7454V","Valid PAN"
"GCAHJ6093N","Valid PAN"
"QOUVP2771I","Invalid PAN"
"CJYXK8924M","Valid PAN"
"JKGZL3021L","Valid PAN"
"IRMSY4814P","Valid PAN"
"YIBKK8122U","Invalid PAN"
"XFCA02135B","Invalid PAN"
"QXTXT247!I","Invalid PAN"
"SSQQS79226P","Invalid PAN"
"YYNZH33239J","Invalid PAN"
"PZNXQ1055R","Invalid PAN"
"IFIAZ4713V","Valid PAN"
"OGUJM2503V","Valid PAN"
"GEVJP3847H","Valid PAN"
"TOXED14853W","Invalid PAN"
"HGGLD489!P","Invalid PAN"
"INHGH2986T","Valid PAN"
"CPVQL0328J","Valid PAN"
"QJSTM8688I","Invalid PAN"
"SBT7598","Invalid PAN"
"QGXAH46873M","Invalid PAN"
"RLFWO0731Z","Valid PAN"
"NRWPT9386N","Valid PAN"
"YPN8149","Invalid PAN"
"FGXMG8933R","Invalid PAN"
"WBBGG3574K","Invalid PAN"
"IOJBK8186E","Valid PAN"
"XAEYJ0857J","Valid PAN"
"NLEKC5968N","Valid PAN"
"EGIJ66428O","Invalid PAN"
"XFGJG53471Q","Invalid PAN"
"IKDNP4710H","Valid PAN"
"RPFMN1768E","Valid PAN"
"UHX5868","Invalid PAN"
"XZXHN41182P","Invalid PAN"
"JKMGT3717K","Valid PAN"
"REQQR9847E","Invalid PAN"
"JAMDW8163W","Valid PAN"
"ZDVFT7133F","Invalid PAN"
"VEHCX8718S","Valid PAN"
"HUS4592","Invalid PAN"
"BEKVQ4570M","Valid PAN"
"SNXIZ176!M","Invalid PAN"
"BUV8593","Invalid PAN"
"QNLQ58861N","Invalid PAN"
"SVG7043","Invalid PAN"
"BJGWY8506C","Valid PAN"
"RSR2856","Invalid PAN"
"GKTSD2671C","Valid PAN"
"RSXQO15907S","Invalid PAN"
"MADRI8475X","Valid PAN"
"XXCUK4939O","Invalid PAN"
"RIE3926","Invalid PAN"
"SCFYP7951T","Valid PAN"
"TZWK69388P","Invalid PAN"
"INPTV0429I","Valid PAN"
"JHRCH5751Z","Valid PAN"
"YOYSL97950H","Invalid PAN"
"QBQKQ900!U","Invalid PAN"
"RJHYD6204Y","Valid PAN"
"XRY9969","Invalid PAN"
"YEQXV6093U","Valid PAN"
"HALNY59509J","Invalid PAN"
"JBOCS213!T","Invalid PAN"
"YWZOL1121E","Invalid PAN"
"AOVZD405!V","Invalid PAN"
"ZKWVZ61818X","Invalid PAN"
"UKRE91876F","Invalid PAN"
"FCMZZ2593F","Invalid PAN"
"LARJB6466Y","Invalid PAN"
"MLCBP741!N","Invalid PAN"
"OFSCA8951X","Valid PAN"
"SSXMY81791U","Invalid PAN"
"YRWKS54644P","Invalid PAN"
"GXNEY933!S","Invalid PAN"
"PQTQR0647J","Valid PAN"
"TYL2013","Invalid PAN"
"NSUBC93680Y","Invalid PAN"
"BQJ3333","Invalid PAN"
"BIR3605","Invalid PAN"
"IIFCG246!A","Invalid PAN"
"PTFZA49167U","Invalid PAN"
"JBYWV5495V","Valid PAN"
"ECCGH3261R","Invalid PAN"
"PFXLR9989L","Invalid PAN"
"SVHAI4590K","Valid PAN"
"YQYBV7057O","Valid PAN"
"CESPV08671W","Invalid PAN"
"KKMTF2695H","Invalid PAN"
"VCD8661","Invalid PAN"
"MFLUZ4678F","Valid PAN"
"TEKER1418C","Valid PAN"
"KKIIQ133!J","Invalid PAN"
"TUJSJ107!M","Invalid PAN"
"DYCZG5285A","Valid PAN"
"IGBTE9808D","Valid PAN"
"VHCVM8377R","Invalid PAN"
"IDT3687","Invalid PAN"
"YICWE0508N","Valid PAN"
"GGTTA62077T","Invalid PAN"
"SUOBC142!W","Invalid PAN"
"VUUGY7007J","Invalid PAN"
"QFAWP5827Q","Valid PAN"
"IPDU90413I","Invalid PAN"
"ZRSMT5382L","Valid PAN"
"CHPS96752H","Invalid PAN"
"ZGBGP5137O","Valid PAN"
"XKEUD8656V","Valid PAN"
"RFVRP45351R","Invalid PAN"
"ZRHSH18880E","Invalid PAN"
"PYHAS9564O","Valid PAN"
"FITIJ39542P","Invalid PAN"
"CLKMP5521V","Invalid PAN"
"HKGQF12398O","Invalid PAN"
"YJR0678","Invalid PAN"
"YBZXH073!K","Invalid PAN"
"WFQLU8454Z","Valid PAN"
"RQIPK8606B","Valid PAN"
"CXTD33259X","Invalid PAN"
"DBEC06130K","Invalid PAN"
"RVCJY418!I","Invalid PAN"
"QWKIC2906N","Valid PAN"
"XVWMG9548P","Valid PAN"
"POTPT8630S","Valid PAN"
"KYLRM73667V","Invalid PAN"
"GXSX95182D","Invalid PAN"
"SWLTD7350W","Valid PAN"
"TOIND13345R","Invalid PAN"
"JXC2053","Invalid PAN"
"GZGTA9917U","Invalid PAN"
"NOA7493","Invalid PAN"
"MKZIM7142D","Valid PAN"
"HVB9925","Invalid PAN"
"WUVZT08897Z","Invalid PAN"
"PMGYM3166M","Invalid PAN"
"APKY82492G","Invalid PAN"
"PNF2171","Invalid PAN"
"BANSM5406B","Valid PAN"
"LFTJB0392A","Valid PAN"
"JKJLP7388W","Invalid PAN"
"TWWNQ6164W","Invalid PAN"
"MTKGB554!A","Invalid PAN"
"BDIPK9955H","Invalid PAN"
"CITAP9520S","Valid PAN"
"ZUICZ5835V","Valid PAN"
"ZDQWM4221Y","Invalid PAN"
"ZOOVR106!P","Invalid PAN"
"XRNG09254R","Invalid PAN"
"LKX8429","Invalid PAN"
"BNQML9337P","Invalid PAN"
"MUFLH8682Y","Valid PAN"
"IROT47721H","Invalid PAN"
"YTK5366","Invalid PAN"
"BCDCP8578X","Valid PAN"
"LRD4485","Invalid PAN"
"XWCV05279T","Invalid PAN"
"BCJGJ997!O","Invalid PAN"
"IZSYZ9267R","Valid PAN"
"GIXEE5336Q","Invalid PAN"
"LWNBS45474M","Invalid PAN"
"ZLZQG497!U","Invalid PAN"
"GGHLF7075P","Invalid PAN"
"DQH3627","Invalid PAN"
"AAMJF3512O","Invalid PAN"
"MRBB01412N","Invalid PAN"
"MWAVB1011M","Invalid PAN"
"BJCMO69528D","Invalid PAN"
"XBLXD32389C","Invalid PAN"
"DLBFA20911H","Invalid PAN"
"PLEH95310R","Invalid PAN"
"BMI9391","Invalid PAN"
"HCD7888","Invalid PAN"
"NZZWO8420U","Invalid PAN"
"WJDYK6410P","Valid PAN"
"CTXOR250!U","Invalid PAN"
"WNVLS883!X","Invalid PAN"
"BKOHE1021E","Valid PAN"
"GMGCC3477B","Invalid PAN"
"CVZLL779!B","Invalid PAN"
"SSGST2472G","Invalid PAN"
"QDZBS4333J","Invalid PAN"
"MLWWY0146B","Invalid PAN"
"TLOEV0008P","Invalid PAN"
"BDVU71518L","Invalid PAN"
"JBRUG7613J","Valid PAN"
"FWO0536","Invalid PAN"
"AZY9652","Invalid PAN"
"BBFTT1394N","Invalid PAN"
"LAAXX8801H","Invalid PAN"
"ISTYZ79211B","Invalid PAN"
"PJSX03577G","Invalid PAN"
"YJYZK5467E","Valid PAN"
"ESP0231","Invalid PAN"
"PDDCX4107Z","Invalid PAN"
"RRYLW6882R","Invalid PAN"
"QNKTO10982A","Invalid PAN"
"IOURS89071C","Invalid PAN"
"FNZGZ653!I","Invalid PAN"
"JXRGA0907K","Valid PAN"
"MJYPD330!Q","Invalid PAN"
"VGB2507","Invalid PAN"
"AEOAR077!V","Invalid PAN"
"ETXQ81329A","Invalid PAN"
"CORFU9576I","Valid PAN"
"ZLQYZ4622M","Invalid PAN"
"VVHLS0347U","Invalid PAN"
"ZSXU85604Y","Invalid PAN"
"ETTXC74480J","Invalid PAN"
"GZLLP1469G","Invalid PAN"
"TCPKB44586K","Invalid PAN"
"CFVSB8412B","Valid PAN"
"WHRG35786M","Invalid PAN"
"GVMCM747!M","Invalid PAN"
"CMWPT7247T","Valid PAN"
"OOSX20673G","Invalid PAN"
"BMFVK81766W","Invalid PAN"
"UHCVZ7508W","Valid PAN"
"DSXKF6971I","Valid PAN"
"FDB4685","Invalid PAN"
"BNBQU7406D","Valid PAN"
"TZODL578!Y","Invalid PAN"
"QNBDX9201A","Valid PAN"
"OZFTY6498H","Valid PAN"
"ILRH41796Q","Invalid PAN"
"QSW0835","Invalid PAN"
"VUHQH0339D","Invalid PAN"
"ZZJQG4718E","Invalid PAN"
"WICRD289!R","Invalid PAN"
"HQVGR97473K","Invalid PAN"
"TGKCJ14107V","Invalid PAN"
"FZQHE9498K","Valid PAN"
"OJXIA058!T","Invalid PAN"
"NMFSA8119L","Invalid PAN"
"HLNMS8805Y","Invalid PAN"
"SOJRG6915Y","Valid PAN"
"OQR8115","Invalid PAN"
"XYSVH64234A","Invalid PAN"
"ZIA3218","Invalid PAN"
"VJVDX3304D","Invalid PAN"
"LRYLN7043T","Valid PAN"
"SYMES4036J","Valid PAN"
"YFFAR2790D","Invalid PAN"
"WCXFQ8465V","Valid PAN"
"MHGVU8390J","Valid PAN"
"ATQHP0142X","Valid PAN"
"OOTTB9525C","Invalid PAN"
"HTSYZ1805V","Valid PAN"
"DMMUM4409N","Invalid PAN"
"ECBW54587I","Invalid PAN"
"HVTRM392!D","Invalid PAN"
"EID4196","Invalid PAN"
"SMHAW6887X","Invalid PAN"
"BYYML6968N","Invalid PAN"
"FWIK43910B","Invalid PAN"
"KJJFH063!G","Invalid PAN"
"VTJHF3569V","Valid PAN"
"DGLIS6294Z","Valid PAN"
"TIG7445","Invalid PAN"
"GBWOO7053C","Invalid PAN"
"VZNYN0667V","Invalid PAN"
"ZABPI095!A","Invalid PAN"
"MUQHR65135U","Invalid PAN"
"GSDMS4125F","Valid PAN"
"OMM4232","Invalid PAN"
"NLJL49475G","Invalid PAN"
"HTHWN2651C","Valid PAN"
"PABI36210N","Invalid PAN"
"OLJOX6584A","Valid PAN"
"QVNNS598!F","Invalid PAN"
"TWDXD92060D","Invalid PAN"
"THWOU1199W","Invalid PAN"
"ZCLAK7865N","Valid PAN"
"YFSER2506H","Valid PAN"
"TYZLA122!R","Invalid PAN"
"EDBPP0474H","Invalid PAN"
"CZJEL9773X","Invalid PAN"
"GPFSV8031F","Valid PAN"
"KWGXK3920J","Valid PAN"
"MXWYD6249J","Valid PAN"
"SQUH50214E","Invalid PAN"
"QGPSV3783P","Valid PAN"
"RFOQE586!T","Invalid PAN"
"DTZZC81652E","Invalid PAN"
"OVBRT9413Q","Valid PAN"
"CPSZX5259F","Valid PAN"
"FKUHZ4820V","Valid PAN"
"TMJ6306","Invalid PAN"
"JQEYE9502I","Valid PAN"
"DODTQ5996J","Invalid PAN"
"ZIXW04274R","Invalid PAN"
"PTJAL49736B","Invalid PAN"
"IMOWK71853P","Invalid PAN"
"EIS6264","Invalid PAN"
"EFYHY5038V","Valid PAN"
"SFWLO0904P","Valid PAN"
"ETLCS95797Q","Invalid PAN"
"WYSO50168Q","Invalid PAN"
"PDGSU1463Y","Valid PAN"
"HCQJW9215D","Valid PAN"
"RLH9726","Invalid PAN"
"KZYYN725!G","Invalid PAN"
"DPUZL8627J","Valid PAN"
"YNJU03973K","Invalid PAN"
"TKQEP6396Q","Valid PAN"
"LIA6567","Invalid PAN"
"MQRWA7104J","Valid PAN"
"KXOXU9408A","Valid PAN"
"FEI6507","Invalid PAN"
"PFXZA8369S","Valid PAN"
"QEFI25223Q","Invalid PAN"
"GVXMS3278Y","Valid PAN"
"HQEVI4647W","Valid PAN"
"DJZAR0493N","Valid PAN"
"XPV3266","Invalid PAN"
"IJDST867!R","Invalid PAN"
"ABPHM3792M","Valid PAN"
"QJUWN7570H","Valid PAN"
"WICVL2024R","Valid PAN"
"PQZM64621D","Invalid PAN"
"MQLNX4712W","Valid PAN"
"IOZVF029!L","Invalid PAN"
"MYNZC9008W","Invalid PAN"
"KIUOV5905V","Valid PAN"
"QRGL01075Q","Invalid PAN"
"QXZWO2684D","Valid PAN"
"YYFTS3804Q","Invalid PAN"
"PZXKZ80725W","Invalid PAN"
"XNHTJ2781Y","Valid PAN"
"GHUBV0955K","Invalid PAN"
"WFBJH39294B","Invalid PAN"
"ABIW32086V","Invalid PAN"
"HIAN41795F","Invalid PAN"
"KYPWZ6018D","Valid PAN"
"GGUGT1202T","Invalid PAN"
"RQFOR6157F","Valid PAN"
"GYOQD2436Q","Valid PAN"
"KMRGE3321N","Invalid PAN"
"TMGLO092!E","Invalid PAN"
"KXOVQ1201A","Valid PAN"
"RHOP18861R","Invalid PAN"
"QRYTK23814S","Invalid PAN"
"YBHYC26983Q","Invalid PAN"
"JBGNC9836H","Valid PAN"
"BKOIR256!S","Invalid PAN"
"ZRRFK0458M","Invalid PAN"
"JDUFB2667D","Invalid PAN"
"BPOQU1128U","Invalid PAN"
"SKAQL02252Q","Invalid PAN"
"QANO54153S","Invalid PAN"
"LNLHR4960G","Valid PAN"
"QUBOD5566L","Invalid PAN"
"QOLVP1650K","Valid PAN"
"BBMOR35471S","Invalid PAN"
"PHDWE9687I","Valid PAN"
"PVJDU9493G","Valid PAN"
"RIUEY61396C","Invalid PAN"
"NHLR92418F","Invalid PAN"
"WBO2370","Invalid PAN"
"ZBJPE4263M","Valid PAN"
"EXKR52984K","Invalid PAN"
"KYPFB1656K","Valid PAN"
"PBT3716","Invalid PAN"
"LAPU92143S","Invalid PAN"
"YWCBJ1755X","Invalid PAN"
"SNSRT5420S","Valid PAN"
"COGDJ5181P","Valid PAN"
"HFCSO9226T","Invalid PAN"
"JRPLZ625!J","Invalid PAN"
"GNMLZ63994P","Invalid PAN"
"GWIEP0955P","Invalid PAN"
"TQYNO4877K","Invalid PAN"
"NHYZH1518U","Valid PAN"
"VHB0072","Invalid PAN"
"UOO7480","Invalid PAN"
"LTXNL66307M","Invalid PAN"
"EGK0359","Invalid PAN"
"DVPS64782V","Invalid PAN"
"YMWFB7279Q","Valid PAN"
"ICOXY4724A","Valid PAN"
"KVGGA9897E","Invalid PAN"
"LRUXI5188Q","Invalid PAN"
"OYPDY270!W","Invalid PAN"
"YKSFS1936H","Valid PAN"
"TDDPL9612N","Invalid PAN"
"QDJOI8489H","Valid PAN"
"HPQBL0048U","Invalid PAN"
"ZPZZN88568R","Invalid PAN"
"ANKO03954H","Invalid PAN"
"VYWGO4678K","Valid PAN"
"ACQQM1211G","Invalid PAN"
"ANAHF1096N","Valid PAN"
"THHRF7183T","Invalid PAN"
"BMHV69939C","Invalid PAN"
"BZSYG5965T","Valid PAN"
"XABVG6070C","Valid PAN"
"TNCEI3539J","Valid PAN"
"IIQ6153","Invalid PAN"
"UCGJL4231Z","Valid PAN"
"ILVQJ664!R","Invalid PAN"
"YQICA42089U","Invalid PAN"
"TTIPY31547Z","Invalid PAN"
"WCIU41539F","Invalid PAN"
"RIZGP2014M","Valid PAN"
"AKULZ6667U","Invalid PAN"
"UZMYP1045K","Valid PAN"
"ONBPA9756F","Valid PAN"
"TIIWT4898X","Invalid PAN"
"SPW5204","Invalid PAN"
"HCPOT67456O","Invalid PAN"
"SHK8626","Invalid PAN"
"NHMKV7339T","Invalid PAN"
"GJPOR5941A","Valid PAN"
"MYWLX3718U","Valid PAN"
"IDATP400!J","Invalid PAN"
"JMVPD1640J","Valid PAN"
"MHZ8815","Invalid PAN"
"BRTNZ4995A","Invalid PAN"
"WHMQV2681E","Valid PAN"
"AEMQW7642Q","Valid PAN"
"ULHEH3140S","Valid PAN"
"JAGDB1096Q","Valid PAN"
"MHIZF5232Z","Valid PAN"
"PAXZY58219J","Invalid PAN"
"HUNJE69954F","Invalid PAN"
"VJAXD8281I","Valid PAN"
"HYFMT9725K","Valid PAN"
"WZWU15488U","Invalid PAN"
"RQRWK6769K","Valid PAN"
"SSKC84247V","Invalid PAN"
"EHSDZ086!F","Invalid PAN"
"TWQCS1886G","Invalid PAN"
"RPODG028!G","Invalid PAN"
"UCAFU4230M","Valid PAN"
"SCLFF213!P","Invalid PAN"
"JSRV52361D","Invalid PAN"
"GYPRH696!M","Invalid PAN"
"IKQUX778!B","Invalid PAN"
"AYAHM6638C","Invalid PAN"
"VDXDE0874R","Valid PAN"
"FAUK63685U","Invalid PAN"
"RZDZ08549J","Invalid PAN"
"IXBLB5755X","Invalid PAN"
"SYGV94364H","Invalid PAN"
"UNYA59178H","Invalid PAN"
"KDHA60925L","Invalid PAN"
"GOPRZ8357D","Valid PAN"
"NSBTX1043U","Valid PAN"
"RTWNX98494S","Invalid PAN"
"LOFVO5226E","Invalid PAN"
"TXI9838","Invalid PAN"
"UCMGY784!G","Invalid PAN"
"WVC1861","Invalid PAN"
"EKVHT4099O","Invalid PAN"
"NNTVK4647M","Invalid PAN"
"KNWWP245!W","Invalid PAN"
"RUI3123","Invalid PAN"
"LQSS76284F","Invalid PAN"
"LWS4005","Invalid PAN"
"KJJFM4288C","Invalid PAN"
"USYH23970M","Invalid PAN"
"XYE5936","Invalid PAN"
"FHQZV68317A","Invalid PAN"
"UZZNS9901S","Invalid PAN"
"SFIIH58492O","Invalid PAN"
"HDHAE0396C","Valid PAN"
"GWPUB3802A","Valid PAN"
"JYQYQ5427D","Valid PAN"
"HDEXO90269Q","Invalid PAN"
"FWRFN7377R","Invalid PAN"
"SEBCK8399O","Invalid PAN"
"MMLSU9479W","Invalid PAN"
"TWS7511","Invalid PAN"
"PSDOW8078B","Valid PAN"
"ZGDVF65743G","Invalid PAN"
"KUZBK6035P","Valid PAN"
"EUJPL2472E","Valid PAN"
"HXJT31820N","Invalid PAN"
"TWLLV1281E","Invalid PAN"
"WVBHK9453E","Valid PAN"
"IPEFL7735G","Invalid PAN"
"EAWIN4184I","Valid PAN"
"APUYC1769T","Valid PAN"
"NTVFK6426J","Valid PAN"
"GDQHC592!T","Invalid PAN"
"FWXCB7628U","Valid PAN"
"ODXXK03672G","Invalid PAN"
"FTZRI6510P","Valid PAN"
"XZGIT1419I","Valid PAN"
"PGMTR5995Y","Invalid PAN"
"KNKBS0569T","Valid PAN"
"DVRDR6610V","Invalid PAN"
"ISQXD9341X","Valid PAN"
"VPJXV4410P","Invalid PAN"
"TRWUM0151X","Valid PAN"
"DICYN285!P","Invalid PAN"
"PHVBL69876O","Invalid PAN"
"BRRWU014!L","Invalid PAN"
"TDDVA4795T","Invalid PAN"
"DRRMD5055Q","Invalid PAN"
"ARYVF424!L","Invalid PAN"
"UTOV96651U","Invalid PAN"
"EREHL3191B","Valid PAN"
"HNHLC1546B","Valid PAN"
"DBPEG1629P","Valid PAN"
"KAW2031","Invalid PAN"
"BAYUP04051U","Invalid PAN"
"YTFK08260P","Invalid PAN"
"KXTNU554!F","Invalid PAN"
"IMK1665","Invalid PAN"
"OCCK51646U","Invalid PAN"
"KOTOF1896X","Valid PAN"
"OYMYC555!T","Invalid PAN"
"TPYCN408!X","Invalid PAN"
"OODPJ32135F","Invalid PAN"
"CLEO94389F","Invalid PAN"
"QIBS04740H","Invalid PAN"
"BCPD72869D","Invalid PAN"
"KBCK88052F","Invalid PAN"
"CQKLM3437B","Valid PAN"
"DUATJ8629I","Valid PAN"
"DJQ8644","Invalid PAN"
"ZHPBV180!D","Invalid PAN"
"QFK0755","Invalid PAN"
"QIWUP418!Q","Invalid PAN"
"OCMYO3394P","Invalid PAN"
"JLIFO31817Y","Invalid PAN"
"YNRJM0437F","Valid PAN"
"GVXJP90535O","Invalid PAN"
"BEMN82404M","Invalid PAN"
"BMAQO924!E","Invalid PAN"
"SBAQP706!H","Invalid PAN"
"BJEIK18693H","Invalid PAN"
"SIVDG3947J","Valid PAN"
"CGTNA7091H","Valid PAN"
"UNKAG05508I","Invalid PAN"
"FNK1550","Invalid PAN"
"JTXCS9811Q","Invalid PAN"
"IRIFO9789Z","Valid PAN"
"SRGCU0318R","Valid PAN"
"FOFXP574!U","Invalid PAN"
"RWRMN5011J","Invalid PAN"
"SBJYL8617G","Valid PAN"
"SJJPF9404U","Invalid PAN"
"FKDSS0244G","Invalid PAN"
"KSGXM3924V","Valid PAN"
"CVQKB0510Q","Valid PAN"
"KWQL29280F","Invalid PAN"
"YPLQV51552F","Invalid PAN"
"YHZVA0598C","Valid PAN"
"CQDV54713T","Invalid PAN"
"CUREM7224H","Invalid PAN"
"UNWYI4488T","Invalid PAN"
"CVVHM9764E","Invalid PAN"
"PSIAJ4512L","Valid PAN"
"VXQDA18153U","Invalid PAN"
"XLIDG6029P","Valid PAN"
"QEDQZ3546W","Valid PAN"
"QXONF2954E","Valid PAN"
"CGRXF136!C","Invalid PAN"
"XOPU19521M","Invalid PAN"
"STBRP126!W","Invalid PAN"
"BBOQ11528Q","Invalid PAN"
"NYVFY25642G","Invalid PAN"
"ALKQE79703E","Invalid PAN"
"BQAEG7576T","Valid PAN"
"VUDJT5913E","Valid PAN"
"KBJVU5280Y","Valid PAN"
"ITNT01326Q","Invalid PAN"
"BIQDR2638R","Valid PAN"
"PSD9849","Invalid PAN"
"HDFOD3152D","Valid PAN"
"SIYE39429U","Invalid PAN"
"GTV7416","Invalid PAN"
"MIZOG9014N","Valid PAN"
"RGARP474!W","Invalid PAN"
"UFKKD9657N","Invalid PAN"
"EDZOR0973W","Valid PAN"
"PEWPL64656Q","Invalid PAN"
"BRWEJ36417E","Invalid PAN"
"SLTSS8285I","Invalid PAN"
"EUJ1346","Invalid PAN"
"RKAQC3563Y","Valid PAN"
"YROYZ910!N","Invalid PAN"
"GKUV11163Q","Invalid PAN"
"YPROU7872P","Valid PAN"
"LAWGF0134U","Valid PAN"
"FBRHH7774W","Invalid PAN"
"NISXL9491J","Valid PAN"
"ZYRPI817!R","Invalid PAN"
"NLWSK971!J","Invalid PAN"
"TBUNY7378F","Valid PAN"
"OCB1002","Invalid PAN"
"GPIXK4805W","Valid PAN"
"VAEQ99517V","Invalid PAN"
"TJWFZ29400J","Invalid PAN"
"ECTG93956N","Invalid PAN"
"YBILD4722O","Invalid PAN"
"QYQGW7893I","Valid PAN"
"RRZH77040B","Invalid PAN"
"NCTXW8942J","Valid PAN"
"FUFNY354!E","Invalid PAN"
"IISMD4557D","Invalid PAN"
"MOTEM3011N","Invalid PAN"
"HORXU8163L","Valid PAN"
"OZELE6329P","Valid PAN"
"HVWIT3393W","Invalid PAN"
"LIUUK8251L","Invalid PAN"
"FNKHG5754C","Valid PAN"
"ZQWHW3904V","Valid PAN"
"YNXHC3214T","Valid PAN"
"XRLDP0713W","Valid PAN"
"AGHDF3042O","Valid PAN"
"SWDGA9319K","Valid PAN"
"OBPCC5656N","Invalid PAN"
"LPYAS8708S","Valid PAN"
"GCKBJ7925M","Valid PAN"
"EXGDE9739H","Valid PAN"
"WFLJZ5426U","Valid PAN"
"IQVS56330J","Invalid PAN"
"PXJYG2720R","Valid PAN"
"AZLPD1193T","Invalid PAN"
"BIKL22877G","Invalid PAN"
"BJJET05163X","Invalid PAN"
"UAFJE5374N","Valid PAN"
"QIBIX3876J","Valid PAN"
"KJQCT0389X","Valid PAN"
"WQMK42974G","Invalid PAN"
"QWYGW3531F","Valid PAN"
"TCQ8284","Invalid PAN"
"YPTBZ5880X","Invalid PAN"
"AVIGS2631U","Valid PAN"
"RCM3457","Invalid PAN"
"EMDJ33820R","Invalid PAN"
"CFWTT6414C","Invalid PAN"
"GBJCB9758J","Valid PAN"
"MGWPY0754K","Valid PAN"
"GGAVL0346R","Invalid PAN"
"TOGAV401!J","Invalid PAN"
"ZZKFX7895S","Invalid PAN"
"AFFZL4911S","Invalid PAN"
"IKFMW39719N","Invalid PAN"
"RGSSZ4263J","Invalid PAN"
"OEDJI0728G","Valid PAN"
"NWXXB1790L","Invalid PAN"
"IYEDO8710B","Valid PAN"
"BLOD33662Y","Invalid PAN"
"XXEWS3467F","Invalid PAN"
"AHLHH6199Z","Invalid PAN"
"KWLG48492J","Invalid PAN"
"HAMQY3765Y","Valid PAN"
"NAQ2886","Invalid PAN"
"SMTUB3744B","Invalid PAN"
"KODH85643E","Invalid PAN"
"KPVW21236L","Invalid PAN"
"ADRJL5227A","Invalid PAN"
"TKAOD7035Z","Valid PAN"
